email,firstname,lastname,role,groups
user1921@example.com,User1921,Load1921,user,RH;Admins;Legal
user1922@example.com,User1922,Load1922,user,IT;Sales;Dev
user1923@example.com,User1923,Load1923,user,Admins;Security;Marketing
user1924@example.com,User1924,Load1924,user,Support;Data
user1925@example.com,User1925,Load1925,admin,Marketing;PMO;Admins
user1926@example.com,User1926,Load1926,user,Sales;IT;Procurement
user1927@example.com,User1927,Load1927,user,Legal;Marketing;RH
user1928@example.com,User1928,Load1928,user,Ops
user1929@example.com,User1929,Load1929,user,Security;Logistics;PMO
user1930@example.com,User1930,Load1930,user,Procurement;Dev;Sales
user1931@example.com,User1931,Load1931,user,Logistics;RH;QA
user1932@example.com,User1932,Load1932,user,Data;Support
user1933@example.com,User1933,Load1933,user,QA;Legal;Logistics
user1934@example.com,User1934,Load1934,user,Dev;Procurement;IT
user1935@example.com,User1935,Load1935,user,PMO;QA;Security
user1936@example.com,User1936,Load1936,user,Finance
user1937@example.com,User1937,Load1937,user,RH;Admins;Legal
user1938@example.com,User1938,Load1938,user,IT;Sales;Dev
user1939@example.com,User1939,Load1939,user,Admins;Security;Marketing
user1940@example.com,User1940,Load1940,user,Support;Data
user1941@example.com,User1941,Load1941,user,Marketing;PMO;Admins
user1942@example.com,User1942,Load1942,user,Sales;IT;Procurement
user1943@example.com,User1943,Load1943,user,Legal;Marketing;RH
user1944@example.com,User1944,Load1944,user,Ops
user1945@example.com,User1945,Load1945,user,Security;Logistics;PMO
user1946@example.com,User1946,Load1946,user,Procurement;Dev;Sales
user1947@example.com,User1947,Load1947,user,Logistics;RH;QA
user1948@example.com,User1948,Load1948,user,Data;Support
user1949@example.com,User1949,Load1949,user,QA;Legal;Logistics
user1950@example.com,User1950,Load1950,admin,Dev;Procurement;IT
user1951@example.com,User1951,Load1951,user,PMO;QA;Security
user1952@example.com,User1952,Load1952,user,Finance
user1953@example.com,User1953,Load1953,user,RH;Admins;Legal
user1954@example.com,User1954,Load1954,user,IT;Sales;Dev
user1955@example.com,User1955,Load1955,user,Admins;Security;Marketing
user1956@example.com,User1956,Load1956,user,Support;Data
user1957@example.com,User1957,Load1957,user,Marketing;PMO;Admins
user1958@example.com,User1958,Load1958,user,Sales;IT;Procurement
user1959@example.com,User1959,Load1959,user,Legal;Marketing;RH
user1960@example.com,User1960,Load1960,user,Ops
user1961@example.com,User1961,Load1961,user,Security;Logistics;PMO
user1962@example.com,User1962,Load1962,user,Procurement;Dev;Sales
user1963@example.com,User1963,Load1963,user,Logistics;RH;QA
user1964@example.com,User1964,Load1964,user,Data;Support
user1965@example.com,User1965,Load1965,user,QA;Legal;Logistics
user1966@example.com,User1966,Load1966,user,Dev;Procurement;IT
user1967@example.com,User1967,Load1967,user,PMO;QA;Security
user1968@example.com,User1968,Load1968,user,Finance
user1969@example.com,User1969,Load1969,user,RH;Admins;Legal
user1970@example.com,User1970,Load1970,user,IT;Sales;Dev
user1971@example.com,User1971,Load1971,user,Admins;Security;Marketing
user1972@example.com,User1972,Load1972,user,Support;Data
user1973@example.com,User1973,Load1973,user,Marketing;PMO;Admins
user1974@example.com,User1974,Load1974,user,Sales;IT;Procurement
user1975@example.com,User1975,Load1975,admin,Legal;Marketing;RH
user1976@example.com,User1976,Load1976,user,Ops
user1977@example.com,User1977,Load1977,user,Security;Logistics;PMO
user1978@example.com,User1978,Load1978,user,Procurement;Dev;Sales
user1979@example.com,User1979,Load1979,user,Logistics;RH;QA
user1980@example.com,User1980,Load1980,user,Data;Support
user1981@example.com,User1981,Load1981,user,QA;Legal;Logistics
user1982@example.com,User1982,Load1982,user,Dev;Procurement;IT
user1983@example.com,User1983,Load1983,user,PMO;QA;Security
user1984@example.com,User1984,Load1984,user,Finance
user1985@example.com,User1985,Load1985,user,RH;Admins;Legal
user1986@example.com,User1986,Load1986,user,IT;Sales;Dev
user1987@example.com,User1987,Load1987,user,Admins;Security;Marketing
user1988@example.com,User1988,Load1988,user,Support;Data
user1989@example.com,User1989,Load1989,user,Marketing;PMO;Admins
user1990@example.com,User1990,Load1990,user,Sales;IT;Procurement
user1991@example.com,User1991,Load1991,user,Legal;Marketing;RH
user1992@example.com,User1992,Load1992,user,Ops
user1993@example.com,User1993,Load1993,user,Security;Logistics;PMO
user1994@example.com,User1994,Load1994,user,Procurement;Dev;Sales
user1995@example.com,User1995,Load1995,user,Logistics;RH;QA
user1996@example.com,User1996,Load1996,user,Data;Support
user1997@example.com,User1997,Load1997,user,QA;Legal;Logistics
user1998@example.com,User1998,Load1998,user,Dev;Procurement;IT
user1999@example.com,User1999,Load1999,user,PMO;QA;Security
user2000@example.com,User2000,Load2000,admin,Finance
